BeIdentificatie,Sbi2008ActueelGecoordineerd,GkSbsGecoordineerd
22173684,2529,5
22174605,17211,5
22176101,33121,5
22176284,2731,7
22181407,1032,4
22182985,2229,4
22241981,2562,4
22252878,1085,6
22255761,1392,5
22263152,2651,6
22263756,2363,7
22263829,2732,7
22263918,16239,8
22263926,1051,7
22288759,32501,4
22301844,1320,6
22327142,2896,8
22331654,2222,5
22343733,2562,4
22346619,2550,5
22351612,2020,6
22353259,2550,6
22353704,2511,4
22359052,3109,4
22388931,3315,5
22411704,2223,4
22411828,2053,5
22462309,1061,7
22465715,2222,6
22472797,1071,4
22476105,2562,4
22476822,33123,4
22478906,18121,5
22512829,2511,5
22527605,17211,4
22531335,2829,6
22558217,1011,6
22560475,1820,7
22584633,2562,5
22606467,31012,5
22606696,2561,6
22608397,2830,6
22608796,2221,4
22620524,1393,6
22625119,1013,6
22625585,2511,5
22631283,32501,4
22632956,2529,5
22655026,33121,7
22658548,2222,8
22697195,32502,8
22725377,33223,5
22734163,2561,4
22754865,2013,5
22759824,16231,4
22762582,33121,4
22763058,2562,5
22763414,32502,4
22828443,2561,5
22842497,2229,4
22891994,33221,4
22897429,33121,7
22899979,2512,7
22935738,2222,4
22943609,2222,5
22959785,2562,4
22975713,1629,5
22980687,2825,4
22982043,18129,4
22984801,2511,5
22990283,2222,6
22990313,2221,9
23006633,3011,9
23008172,2899,6
23012749,1624,4
23015926,2822,4
23015993,2561,5
23020253,2822,4
23031549,2221,4
23040467,1071,5
23064129,32999,4
23093269,2511,6
23100664,2592,6
23125314,18123,5
23127864,2562,5
23128054,18129,5
23131276,1071,4
23145331,2052,4
23167882,33123,4
23177934,33123,5
23197293,2011,5
23204133,2562,4
23212764,2829,6
23224045,1392,4
23224908,1071,5
23228989,1071,5
23230533,33221,5
23231181,1092,4
23253576,3092,4
23254343,3109,5
23255692,2562,4
23268816,10822,5
23298103,2223,4
23299916,2391,4
23300124,2223,4
23308117,2651,8
23311231,2599,5
23315822,2222,6
23316241,23611,5
23319445,1813,5
23325224,31011,4
23332506,2822,4
23338865,2822,5
23360593,18129,7
23363703,2651,7
23364742,3030,8
23365889,2312,5
23366184,16239,6
23370904,2120,7
23372745,3311,6
23372907,1814,5
23380853,2849,6
23381159,2550,6
23399279,2830,6
23416564,2562,5
23434554,1071,4
23438347,23611,5
23443251,2511,7
23452862,2512,4
23479965,3012,4
23480742,2611,7
23492244,1013,4
23497424,2599,5
23538619,16101,6
23572558,3315,4
23577517,2562,4
23577827,2670,4
23592192,1089,5
23612517,2550,4
23614765,2822,5
23619481,2841,4
23645091,17212,5
23667303,2822,5
23671882,2442,5
23678542,2830,5
23680393,2910,7
23683171,29201,4
23690615,2221,8
23691069,2511,4
23691875,1031,4
23691905,1071,4
23719982,2013,5
23720352,2453,4
23727772,2562,5
23731958,2120,4
23732067,2899,4
23739916,1320,5
23781602,1092,7
23842946,2222,4
23845317,2370,4
23845554,2899,4
23849886,16239,4
23850914,2825,6
23854642,33123,5
23855606,1071,4
23873647,16239,4
23881615,2830,5
23903228,33223,4
23924128,2652,4
23926856,2511,5
23927348,1071,4
23934875,31011,4
23944617,2229,5
23948396,3230,5
23948507,2892,5
23976349,18121,7
23977183,2020,6
24009059,2573,4
24023558,31011,4
25993097,3020,7
25993798,2711,8
26013827,2630,4
26016354,2312,8
26029499,2030,6
26033232,18123,4
26101343,2893,4
26108933,2511,4
26130521,2660,7
26134136,2830,8
26134144,2830,8
26175835,2562,4
26193841,3020,5
26198916,1622,5
26201658,16239,6
26232871,3011,4
26243954,2825,6
26248638,2825,4
26251299,2550,6
26290049,31011,4
26304058,2573,4
26328054,32999,4
26344955,2830,5
26345226,2511,5
26372398,1393,8
26405946,3109,4
26428881,1413,4
26442493,2222,5
26447932,2620,6
26455277,2670,4
26467496,2611,5
26467771,29201,4
26468549,1392,4
26474123,3012,5
26477351,2893,8
26481103,2221,7
26482401,2593,5
26489732,2229,5
26493284,32502,5
26495996,2611,4
26498391,2229,5
26499487,2711,4
26505894,2219,4
26526239,2016,6
26540819,1622,4
26574012,2829,4
26603446,2562,4
26636573,2511,6
26646455,2229,5
26649209,18129,4
26650533,2561,4
26651343,2521,7
26651637,2229,4
26655136,23611,4
26658429,1011,4
26659638,32502,5
26659654,31011,5
26660636,2221,7
26661675,2561,4
26696169,2599,4
26701898,2932,5
26725983,2550,5
26744457,2573,4
26748495,2829,7
26755602,2442,4
26757885,1012,5
26771411,17211,6
26772116,18123,5
26808684,1071,4
26844761,2712,4
26858304,2932,4
26859378,1020,5
26861828,2511,4
26862506,32502,4
26966549,1012,6
26968746,2030,6
26968762,1413,4
26969033,1820,5
26969076,23611,5
26969653,31012,4
26976285,32501,4
26999471,3092,6
27026272,2899,4
27048292,1011,5
27048888,2229,5
27052141,1813,5
27052206,1813,5
27056155,2312,4
27061922,16231,5
27068633,2651,4
27069877,2529,4
27073211,2751,4
27073947,2529,4
27091821,3109,4
27093212,2562,4
27093255,2222,5
27094235,2223,5
27096874,2059,6
27097382,18129,5
27097463,3030,5
27099946,2511,5
27100863,3109,4
27102041,32502,4
27102246,29201,6
27102254,2511,4
27103242,2511,4
27103935,2573,4
27103943,2812,4
27104346,2229,4
27104931,2370,4
27107353,2829,5
27107566,1051,5
27109097,33221,4
27109488,2829,5
27110745,16231,4
27110869,33121,4
27111784,1072,4
27112047,33123,4
27112233,2740,5
27114899,2511,4
27115224,2599,4
27116395,2229,5
27118371,2599,5
27119335,10822,4
27119475,3102,4
27121178,2573,4
27121275,2899,4
27121895,2651,5
27124207,2219,4
27124304,2370,4
27124495,2370,6
27125025,2511,5
27127613,2229,5
27128563,2651,5
27128814,2829,5
27129535,2550,4
27130061,2059,5
27130541,2593,5
27130886,2841,4
27131602,2511,4
27131653,3092,5
27133788,16101,4
27135403,1729,4
27135683,32501,5
27137767,2829,5
27138712,2829,5
27139379,2829,4
27139689,2550,4
27142094,2511,4
27143252,2740,4
27143422,2593,4
27144097,2550,4
27144828,2562,4
27145271,2593,4
27145778,2511,5
27146022,1814,5
27146227,2511,4
27146898,2229,4
27147231,2320,5
27148122,3324,5
27148483,33121,4
27149102,2511,4
27149706,10822,4
27150569,1392,4
27150674,2720,5
27151239,2893,5
27151905,2712,4
27153215,31011,6
27153681,1042,5
27154785,2550,4
27155072,2573,4
27155269,2454,5
27156362,2822,4
27156753,2365,4
27156834,31012,4
27156915,2712,4
27157067,2849,4
27158527,32501,4
27158632,18129,4
27158896,2899,4
27159248,2550,4
27159396,18121,4
27160149,2550,4
27160394,2511,5
27161072,3102,4
27161455,3011,5
27161617,33123,4
27161722,2562,4
27163172,2830,4
27163423,1723,5
27163636,3315,4
27163679,2599,4
27163865,1071,5
27164292,2511,4
27165426,3315,4
27166465,2229,4
27166686,2511,4
27169456,1512,5
27169626,2223,6
27171957,2562,4
27173399,18129,5
27174239,2562,4
27174379,2562,4
27175197,2899,4
27175278,2829,6
27175421,2511,5
27175626,1392,4
27176088,1392,4
27176487,2562,4
27176576,2651,4
27176614,2562,4
27178463,23611,4
27179044,17121,4
27179354,33123,4
27179737,2849,4
27181421,1071,4
27182746,3315,5
27184625,2221,4
27189406,2219,5
27211118,2562,4
27232123,2223,5
27247554,3103,4
27249417,32502,4
27260933,1011,4
27261174,33221,4
27275388,2562,4
27341925,2740,4
27354822,1092,5
27356736,2660,5
27371611,2229,4
27383547,2732,4
27383652,2751,4
27386414,1013,6
27386457,2511,5
27387623,18129,6
27391353,2825,5
27391752,1320,6
27391779,1320,7
27391787,2060,7
27425436,2223,5
27464679,1071,4
27481689,2813,4
27484629,1039,5
27504077,1020,4
27506215,1071,5
27509052,1013,4
27514854,2223,5
27517594,2511,6
27519163,2059,8
27519171,20141,8
27519198,2013,9
27519449,2030,9
27519457,2030,9
27527042,2529,7
27527069,29201,7
28123565,1393,4
28124626,1051,4
28138562,2016,5
28142446,18123,5
28158822,1813,4
28168976,32501,4
28172051,2829,4
28172108,2813,8
28172132,2620,5
28172302,2016,5
28178084,2059,5
28178246,2651,8
28188233,2319,5
28188373,2399,6
28189949,10822,7
28192958,2599,5
28193938,2740,5
28224574,3317,4
28240081,33121,5
28249895,18123,4
28261925,1106,4
28262328,2620,4
28263561,2511,4
28264568,2630,4
28276124,33123,4
28278348,1624,4
28278356,2811,5
28278801,20149,8
28282027,2651,4
28283473,1071,4
28286103,2822,5
28294033,29202,4
28294408,33121,7
28294432,33121,7
28301307,2434,8
28325583,1071,4
28332024,32501,4
28362861,3012,4
28379829,2562,4
28413121,2825,4
28425901,3109,4
28425944,2550,5
28429141,1091,9
28431324,29201,6
28435036,32502,9
28470354,2529,5
28506545,20149,6
28514157,2420,4
28535324,3109,5
28551354,2893,4
28557794,2511,4
28558316,1071,5
28566602,2599,5
28568397,1039,6
28580842,2825,4
28585542,2562,4
28586042,1392,4
28600746,18129,4
28628292,2550,4
28637941,2562,4
28640861,2813,5
28643615,2790,4
28643631,2711,6
28644239,1012,5
28649761,2319,5
28749197,2562,5
28757025,20149,5
28762134,2562,6
28765125,2599,5
28782526,1330,5
28786939,2059,7
28787579,2593,5
28794435,1084,4
28800427,3324,5
28816285,33123,4
28820738,2511,5
28821157,2529,4
28827139,1399,5
28827902,2829,7
28834585,2561,5
28836065,32501,5
28839188,2829,4
28844971,2060,4
28845927,2651,5
28883551,2222,5
28888456,2740,4
28922344,1071,4
28923499,33223,5
28927516,1071,4
28942825,10822,5
28952367,2042,4
28958543,2825,4
28963253,16101,4
28973917,1011,5
28974611,33121,4
28988256,2512,8
28989384,2899,5
28990781,1091,5
28991303,2814,4
28991788,2814,5
28992059,2511,5
28992881,2561,4
28996151,1814,4
28999096,1622,4
29000173,33223,4
29042933,2651,7
29043735,1072,5
29048494,33123,5
29055806,2511,4
29056616,1392,5
29060176,1071,4
29062136,33123,4
29063728,2892,4
29075963,1392,4
29078423,2219,4
29081165,2223,4
29086574,31011,4
29104734,2611,4
29105005,1011,4
29107067,33121,5
29111641,33221,6
29114292,2511,4
29116899,2016,6
29213533,1071,4
29218306,31011,4
29236185,2016,8
29241502,2511,4
29245184,2511,4
29245753,2849,6
29296544,31012,4
29335337,18123,5
29337488,1071,4
29339049,2811,5
29347629,3030,7
29421373,2511,4
29442508,2892,4
29443407,2599,4
29458692,1511,7
29460964,1392,5
29466547,3311,5
29468248,29202,4
29471184,3314,4
29471354,2829,5
29471648,1072,5
29473918,2223,4
29533686,2573,5
29534801,2841,5
29565529,31011,4
29571537,33221,4
29575206,18129,4
29579961,2830,6
29584221,1039,4
29586585,3011,4
29631815,2221,5
29668239,1520,5
29673526,3240,4
29690927,2712,5
29692202,2651,4
29700574,2562,4
29705304,1071,5
29708974,2433,4
29709962,2512,4
29722519,2120,6
29735629,33221,4
29754534,2399,5
29766907,18123,4
29782104,2550,4
29798833,1071,4
29809002,16231,4
29810361,2829,4
29812828,1105,4
29814618,16231,5
29815134,2822,9
29821207,16101,7
29821606,2822,8
29821851,2229,6
29826667,2830,4
29828554,2229,4
29832004,18129,4
29832047,2511,5
29835593,2511,6
29842832,2651,4
29867541,31011,4
29888883,2829,4
29916585,2511,4
29923913,2454,4
29946492,16239,4
29948428,1085,4
29949718,31011,6
29963419,2550,4
30010225,33221,4
30016142,2620,4
30046017,2562,4
30046211,18123,4
30051452,3012,4
30051835,1020,6
30053692,33121,4
30081505,2511,5
30086914,1072,6
30131294,2594,5
30136725,1071,4
30140986,18129,5
30156211,1621,5
30156971,2219,4
30168716,18129,5
30175909,2550,5
30178517,1071,4
30186536,3315,5
30293308,2110,6
30296161,29202,4
30301815,3012,7
30305837,2562,4
30311381,3323,4
30316723,2640,4
30323983,1399,5
30344794,33123,4
30353297,2433,5
30354056,32502,5
30356903,18123,5
30359546,33123,4
30360358,33221,5
30360595,2511,5
30361087,1013,4
30361699,1072,5
30362067,3109,4
30363756,33121,5
30365724,2229,5
30366593,2511,5
30368529,33121,5
30369002,3324,6
30369045,2511,5
30371597,2712,4
30382734,23611,7
30454131,2611,4
30505879,1624,4
37820125,2110,4
37826239,1020,6
37858351,2511,4
37859129,3011,4
37861948,18122,4
37870882,2363,6
37871846,2511,8
37871943,1041,6
37875302,1392,4
37875639,2012,4
37876937,3099,5
37877801,1042,6
37918966,1051,6
37969064,2562,4
37980696,2829,4
37981463,3092,6
38221713,2229,6
38221721,2899,8
38230364,2732,6
24023701,2530,5
24027685,29201,5
24049549,1071,4
24053902,2573,5
24115886,18129,5
24125121,2529,4
24135569,1071,4
24145033,2319,5
24146218,2511,5
24148431,1071,4
24154342,2815,4
24154369,3315,7
24154377,3011,9
24164402,23611,6
24165549,1091,9
24237876,33121,5
24245585,32502,4
24258512,33221,4
24261076,3109,4
24263036,2013,4
24264105,2060,9
24284939,31011,6
24306509,2561,4
24308781,16231,4
24333247,1031,4
24341371,33121,5
24349739,2550,5
24350362,1092,4
24350613,2562,4
24360864,2790,5
24361739,1092,8
24362352,2790,4
24362395,33121,4
24362743,2059,6
24364509,1395,5
24365637,2221,4
24367907,1092,5
24379085,3012,5
24379212,1071,4
24381063,1412,4
24381292,20149,5
24382825,1813,4
24410365,17212,8
24411876,1392,5
24431338,2829,5
24433373,2651,4
24450987,2511,5
24451207,32502,4
24475351,2511,6
24495603,2550,4
24503126,2562,4
24537748,2223,4
24542652,1051,5
24548626,1012,7
24563803,32501,4
24566608,3012,4
24570656,2030,5
24570818,1071,4
24571156,2711,4
24574651,3323,4
24576743,2893,5
24579335,18129,4
24581437,2562,4
24585947,33123,4
24602299,2332,7
24622354,31011,4
24655201,2511,5
24672688,29201,6
24680303,2229,5
24688827,2740,4
24694665,2790,4
24699799,31011,4
24709794,2899,4
24711594,33121,5
24713643,2530,4
24714216,3109,5
24723142,1051,6
24742333,3314,5
24745162,3102,4
24747866,2223,5
24782106,2599,4
24785482,33221,5
24791806,32502,5
24793361,33221,5
24796433,2511,5
24796891,3109,5
24802824,2599,8
24802859,2229,8
24813621,2562,5
24813788,2829,8
24813796,3311,7
24820776,2822,5
24821403,33123,4
24821616,2221,5
24870021,3012,4
24946176,2562,4
24950394,33121,6
24956805,2651,8
24964794,2016,4
24971855,32999,4
24972312,33221,6
24979287,2511,4
24979317,1061,7
24980382,2562,5
24986097,3092,7
24991147,2711,6
24993565,2399,5
24999334,2211,4
25001523,3324,5
25004549,2893,5
25007041,2511,5
25009044,2511,5
25047205,2829,5
25052721,2511,4
25085344,3315,4
25099965,31011,4
25111817,2529,5
25142038,1723,4
25143859,1085,5
25143883,2815,5
33100217,2229,5
33107076,31011,5
33108668,1814,4
33108862,1092,4
33116431,3323,5
33126291,3314,4
33127077,2841,5
33130884,2313,8
33131759,3323,4
33142351,2660,9
33147515,2822,4
33178844,1629,4
33180717,1412,4
33184046,2811,4
33197393,1084,5
33199507,31011,4
33204195,2521,7
33206724,2599,5
33218544,2899,5
33287805,1071,4
33351546,17211,7
33351589,1106,5
33355436,1320,5
33357358,2030,9
33357382,2030,6
33357412,2016,8
33359482,2221,9
33362319,2561,6
33364818,2812,6
33364958,2511,6
33364974,2892,6
33364982,2651,7
33367515,2932,8
33367981,2561,4
33373531,33121,4
33425264,2222,7
33459835,2899,5
33472394,2012,4
33475776,2651,5
33482209,1392,5
33482217,1051,5
33485453,2561,6
33490988,18123,5
33502986,2521,7
33514178,2511,4
33515301,1084,5
33549761,33221,6
33550379,2740,4
33552207,2016,5
33553149,2841,4
33557314,1039,7
33581223,3220,4
33582122,33221,4
33597545,2030,5
33598509,3030,9
33599998,17212,5
33600112,2013,5
33607826,18121,5
33608024,2825,4
33612153,2562,4
33613648,1091,4
33636877,2651,5
33637571,31012,4
33638292,1392,4
33639086,2712,9
33640238,2562,4
33641064,2229,6
33643377,2712,4
33702454,33221,4
33709637,33121,4
33732183,1051,5
33734186,2821,5
33735786,1013,5
33746257,2825,5
33747415,33123,6
33749485,1085,5
33750009,1085,5
33754225,2830,5
33761221,2030,5
33761655,2829,4
33762198,2511,5
33765766,2893,5
33766142,2222,5
33766169,2222,6
33766355,2020,6
33766746,2511,4
33802823,16231,4
33806373,2511,5
33811776,3109,4
33817405,2511,5
33847878,2893,4
33858535,33121,5
33858764,33121,4
33872392,1039,8
33872953,1012,8
33872988,1012,7
33872996,1012,7
33883319,18129,8
33935661,32502,5
33938865,2814,4
33947953,2511,5
33958173,2594,5
33958181,2893,6
33958513,10821,5
33958637,18129,4
33959552,16231,8
33959846,31012,4
33960003,1392,5
33963819,2651,5
33978603,31011,4
34000852,2611,4
34006435,1041,7
34007083,16102,6
34008462,1092,5
34045309,17121,8
34046844,2511,6
34046933,2822,6
34052593,2932,8
34053697,2815,8
34054006,2550,6
34057439,2893,4
34102558,18129,4
34106421,1071,5
34109633,1071,4
34139257,2229,5
34145931,2016,9
34148965,2511,8
34149449,2223,6
34153705,3323,5
34153926,2511,4
34154272,2593,4
34154485,2830,4
34154876,1813,5
34156054,2120,4
27570738,2651,4
27577414,2892,5
27580016,2511,5
27580725,2599,5
27600068,2511,4
27622975,17211,7
27630285,1071,4
27634027,2420,4
27634035,2219,4
27634043,2219,5
27636771,1624,5
27651088,31011,4
27698092,2561,7
27707083,2399,4
27707091,2219,5
27758761,1071,4
27765067,2221,5
27770036,2892,6
27770591,2561,4
27772241,2893,5
27772462,33121,5
27777022,3012,4
27782174,1013,4
27812766,2229,4
27835154,2060,4
27835456,2550,6
27836665,2120,4
27837335,2041,4
27838862,2712,4
27839427,2016,5
27846342,1071,4
27857468,16239,4
27857514,18123,5
27859525,2511,4
27862291,2561,5
27863921,2529,4
27866149,1071,7
27869547,1512,4
27869768,3109,5
27871754,1084,4
27871924,1723,5
27872041,18129,4
27872696,2223,4
27874141,2899,6
27875075,17211,7
27875598,2120,6
27876195,2562,4
27876322,32502,5
27877124,2420,6
27878287,2550,5
27878813,2229,4
27881393,2511,5
27881512,2732,5
27882713,2712,4
27883175,32501,4
27884015,1020,4
27885739,2511,5
27886042,32502,4
27887464,2120,5
27887545,1020,5
27888487,2511,5
35428546,2511,6
35432306,1105,4
35432535,3011,4
35434694,2059,5
35435968,18123,7
35436042,33121,5
35437049,2899,7
35503971,31011,4
35537523,2670,7
35538635,3323,5
35538651,2529,6
35541792,2442,7
35542225,16231,4
35586206,33121,5
35604735,1071,4
35615966,2740,4
35619708,3315,5
35637994,2451,7
35642351,1071,4
35643625,2899,4
35644869,18121,4
35647337,31011,4
35649917,2640,8
35650184,33121,4
35651407,2825,7
35655712,2651,7
35670398,2312,4
35732768,3030,7
35733284,2512,4
35751657,2599,4
35763361,2511,4
35764813,2561,5
35764848,2561,5
35765011,17211,7
35768843,18129,4
35771518,1083,4
35772395,10822,4
35774266,2822,5
35774436,18121,5
35774886,1071,4
35775432,1032,5
35776595,2899,7
35777184,1012,4
35778253,3030,8
35779667,29201,5
35797339,3012,4
35835699,2899,4
35845651,2512,4
35854502,1071,5
35858788,33121,4
35859725,3103,4
35867353,1413,4
35889403,33121,5
35898755,33223,4
35900075,1071,4
35907584,1071,4
35919302,23612,8
35920459,3103,4
35921099,31011,4
35925957,2899,7
35926716,2512,5
35929618,10822,4
35932317,10822,6
35932686,18123,5
35945796,29201,4
35974559,1089,4
35993227,2399,4
35994193,2511,4
35994428,3323,4
36006769,2229,4
36016659,1072,4
36017973,2812,4
36020591,2320,4
36026093,2441,5
36026832,2591,9
36026964,1039,4
36033391,18123,4
36036498,1729,5
36036838,31011,5
36036994,32502,6
36055034,2562,4
36085847,16239,6
36088684,3012,5
36089419,2829,4
36089478,2016,4
36104787,2611,4
36106399,18123,5
36124338,2790,5
36133507,2399,5
36133701,33121,4
36133825,2790,4
36134252,2611,6
36134392,29201,6
36134961,2399,4
36135798,2060,5
36136026,3012,5
36136425,31011,4
36183628,2599,5
36218227,1072,5
36241458,2822,4
36246506,2822,4
36256056,2222,5
36268208,33122,4
36273082,31011,4
36279501,33223,5
36281387,2829,4
36289612,1071,4
36292133,33221,4
36298409,2562,4
36316253,31011,5
36318051,1071,4
36330523,2562,5
36343188,1310,5
36343315,2219,5
36345334,2561,5
36345377,18123,4
36349615,18123,5
36349992,1071,5
36356727,2512,6
36362042,2511,4
36363332,2219,5
36364126,2511,5
36459526,2229,4
36465933,3109,4
36490458,2550,4
36490938,32502,4
36500046,2420,4
36500054,3011,8
36500062,3011,8
36500119,2815,6
36501646,3316,7
36502022,3102,8
36580325,2829,4
36619639,33121,4
36638021,2821,4
36638293,2825,6
36638323,2630,6
36639656,2511,7
36640166,2332,8
36645974,2312,6
36647365,20149,9
36768456,2550,4
36771422,1629,4
36828572,2562,4
36832928,2511,5
36955426,32502,4
36962155,32502,4
36974676,3314,5
36976849,33221,4
36977683,2060,4
36978566,2740,6
36978892,1011,5
36979899,18129,4
36982458,2630,5
36990787,18123,4
36994456,2790,5
37031058,2562,4
37052004,2573,4
37053159,1071,4
37056743,2562,4
37057235,32502,4
37061445,32999,4
37083287,1041,4
37083945,29201,4
37086308,2712,4
37087258,1071,5
37098896,1413,4
37105418,2811,4
37111604,2561,4
37112759,2229,5
37113607,2894,4
37113801,2893,5
37114719,1071,5
37119176,2611,4
37119524,2711,4
37122363,1089,6
37312529,3030,4
37323393,2042,4
37324802,2020,4
37335685,2120,6
37341162,2630,4
37346202,2229,5
37347004,2511,5
37347179,3012,4
37398539,1071,4
37405551,2630,4
37411462,2814,7
37425404,2511,4
37467751,2550,4
37469673,16231,5
37470426,3012,8
31175538,2511,4
31177115,1071,4
31186211,18125,4
31198341,3030,4
31200915,29201,4
31209149,2012,5
31209939,2511,4
31211194,2829,7
31211542,2016,8
31213308,17129,7
31213685,3324,8
31214576,2511,4
31216285,1020,7
31253482,2899,4
31265979,31011,6
31271774,33123,4
31282121,2822,4
31285341,2651,4
31291546,2562,5
31292291,2829,5
31324827,2899,5
31330657,2630,7
31338356,1013,8
31338615,2015,4
31341993,33123,4
31385257,31011,5
31388566,2829,4
31418287,2512,4
31438008,1013,9
31439896,33121,4
31441947,2550,4
31451454,23611,6
31457215,2399,8
31515576,33121,4
31534228,33121,4
31540376,1084,4
31541569,2829,5
31549047,2932,4
31554539,1031,6
31555039,2511,7
31560768,1392,4
31561055,1020,4
31561179,2740,5
31563643,23611,6
31566235,2932,4
31567738,1012,7
31570089,2562,4
31570259,2016,8
31570275,2016,6
31572731,2620,4
31572766,23611,6
31645054,2219,4
31665888,2511,4
31692737,2740,5
31704689,2829,5
31719414,17211,4
31722466,2612,6
31735932,1061,4
31739539,2612,6
31739954,2612,5
31744869,2829,5
31785549,2012,5
31799124,2561,4
31800971,2814,4
31809081,2511,4
31811531,1041,8
31812414,2680,4
31812767,33123,4
31820964,2511,4
31821065,2223,5
31821383,32502,4
31823238,2511,4
31826024,2825,8
31826415,2822,7
31832253,2712,5
31869815,1071,4
31961703,2015,5
31961835,2651,6
31984789,3315,4
31985114,2511,5
31988326,2320,4
31989314,33221,8
31991793,20149,8
31992552,1071,4
31993532,33121,6
31999816,3315,4
32034482,33223,4
32064896,2410,5
32096992,1814,8
32124678,1072,5
32148682,16231,4
32153201,1071,4
32183097,2830,6
32207328,2562,4
32207875,3315,4
32215258,1039,6
32221479,33123,4
32232071,32502,4
32232608,2825,4
32237995,2829,4
32241038,2892,5
32243197,2822,4
32246579,1061,7
32247451,2511,4
32253281,2511,4
32259913,1032,7
32268467,2370,4
32333455,2223,5
32334036,2511,4
32344465,32502,4
32354304,2611,4
32354401,2444,8
32355033,1072,7
32364563,1621,5
32365608,2562,4
32383568,2562,5
32418442,2562,4
32438923,3109,5
32443889,2895,5
32444753,2562,5
32449828,18123,5
32450567,16239,5
32452098,1039,5
32478976,2752,7
32478984,33221,4
32479409,1413,5
32482213,23611,4
32487932,2892,6
32511213,2895,4
32519281,1071,4
32544049,3314,6
32593074,2562,5
32597479,2120,4
32599714,18124,6
32648049,2849,4
32649371,2562,5
32681135,2059,4
32690339,2822,4
32692447,1729,5
32694776,2550,6
32695896,2829,6
32695985,2899,5
32700091,1072,4
32733674,1071,5
32744692,3315,8
32759576,2812,5
32762151,3012,6
32786425,18123,4
32787723,23611,8
32788827,2573,5
32794258,2651,5
32850492,23611,5
32862741,31011,4
32885474,1071,4
32888163,2550,5
32888767,3311,6
32894066,1621,5
32897146,1814,5
32897189,3102,6
32898924,2370,4
32900856,3012,4
32901763,31011,4
32911319,2511,4
32912862,33121,5
32914695,3316,5
32971907,3315,4
32989083,2562,4
32996632,1813,5
33013888,1013,5
33015171,33123,7
33016615,2640,4
33016976,3012,5
33019592,2442,4
33026114,2899,8
33031932,2229,4
33036748,1072,7
33061971,2899,4
46105573,18129,4
46203192,2561,5
46415513,18123,6
46953175,2720,4
47813849,2830,6
48069949,1091,6
48613517,3040,7
48876895,2899,5
49073419,2120,4
49139576,18129,5
49246658,2711,4
49409360,23611,6
49410253,1011,4
49417509,1013,6
49835505,2511,5
49909959,2830,5
50391852,2892,6
50604813,2561,4
50605712,2811,5
50773402,10822,4
50968963,1814,4
51196948,2651,4
51205912,1071,6
51470292,2561,5
51846314,1105,9
51954788,33121,4
52429539,1071,4
52522482,2711,5
52671534,32501,4
52686167,2511,5
52693147,2829,4
52699404,2822,7
52871657,1085,5
53034597,1051,7
53038134,1051,9
53041615,2016,7
53041623,2016,9
53043235,2030,6
53043243,2813,7
53043294,2813,8
53043316,2813,8
53043480,1106,4
53044215,1041,9
53044223,1062,9
53082052,18129,5
53092570,2825,4
53093119,2229,5
53099516,2511,4
53105001,3030,6
53113136,32501,4
53153650,1071,4
53159535,31011,4
53177029,2811,5
53183339,2042,4
56053061,1820,4
56070160,2893,4
56139586,31011,4
56164785,2711,4
56166575,2363,4
56169124,1071,4
56169280,29201,4
56210604,2550,5
56219210,2120,4
56279019,1011,5
56295596,2223,4
56356617,2562,5
56411537,2511,4
56419724,3315,5
56420102,18124,4
56466501,18129,4
56473621,2529,4
56475217,1512,4
56480156,23611,4
56480369,31011,4
56481845,1091,5
56482345,2511,5
56483376,2822,4
56483910,23611,5
34159312,3314,4
34159916,3012,7
34161562,31012,5
34162941,1071,4
34166106,2511,5
34270221,2611,4
34327797,1071,4
34379177,2561,4
34379282,2829,4
34383123,1399,4
34387528,2740,4
34392572,2812,7
34398244,2611,5
34400095,1072,5
34408673,2829,5
34409335,1813,4
34409386,33221,9
34410864,1051,6
34411135,2433,6
34449302,2899,4
34453296,2573,4
34472495,32502,4
34478949,3011,4
34479929,2511,4
34480935,3030,7
34496955,2229,4
34498273,3323,6
34498508,2312,6
34498869,2822,8
34500294,2573,4
34500839,2511,4
34501819,2640,8
34502343,1041,4
34503625,2829,7
34503846,2651,9
34508589,2829,5
34553401,2895,4
34554173,3317,6
34563776,2511,4
34573798,3315,8
34578412,2013,8
34578439,2899,9
34579842,2511,5
34663479,2370,5
34663681,2120,4
34663703,2511,4
34669132,1330,5
34670807,1039,4
34677828,2899,4
34678123,31011,4
34679731,33123,4
34681264,1020,4
34702407,3212,4
34729828,1729,4
34749217,2811,4
34749551,2562,4
34759077,2410,5
34762612,2821,4
34764143,1085,5
34764194,2822,4
34764208,2410,4
34764399,29201,5
34764747,1013,4
34766235,2651,6
34766332,3212,5
34829032,1071,4
34829075,2529,4
34829156,1062,4
34850082,2670,4
34851747,31011,4
34862854,2611,6
34862889,29202,5
34873414,1511,4
34884645,1071,4
34888225,29201,5
34888241,2593,4
34892532,2822,5
34894985,1624,4
34897127,2599,6
34920242,2219,5
34961054,2573,5
34965092,2562,4
34970134,16239,4
34971033,2511,4
34981748,3315,4
34982647,2562,4
34994238,23611,5
34995544,3314,4
34996184,2830,6
35000384,20141,8
35072806,2829,5
35080299,33223,4
35083956,1820,4
35085215,2822,5
35151919,32502,4
35155167,33121,4
35191945,3109,4
35194413,1392,5
35206535,33121,5
35206888,2829,4
35208961,2932,7
35211512,2829,6
